tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
546184	Mycobacterium phage Phaedrus	6470018	0	live	PHAEDRUS_3	PHAEDRUS_3	gp3				NC_011057.1	958	2040	plus	0		
546184	Mycobacterium phage Phaedrus	6470060	0	live	PHAEDRUS_30	PHAEDRUS_30	gp30				NC_011057.1	30759	32141	plus	0		
546184	Mycobacterium phage Phaedrus	6470059	0	live	PHAEDRUS_31	PHAEDRUS_31	gp31				NC_011057.1	32138	33340	plus	0		
546184	Mycobacterium phage Phaedrus	6470057	0	live	PHAEDRUS_32	PHAEDRUS_32	gp32				NC_011057.1	33371	33754	plus	0		
546184	Mycobacterium phage Phaedrus	6470056	0	live	PHAEDRUS_33	PHAEDRUS_33	gp33				NC_011057.1	33763	34188	plus	0		
546184	Mycobacterium phage Phaedrus	6470054	0	live	PHAEDRUS_34	PHAEDRUS_34	gp34				NC_011057.1	34199	34852	plus	0		
546184	Mycobacterium phage Phaedrus	6470053	0	live	PHAEDRUS_35	PHAEDRUS_35	gp35				NC_011057.1	34849	35448	plus	0		
546184	Mycobacterium phage Phaedrus	6470052	0	live	PHAEDRUS_36	PHAEDRUS_36	gp36				NC_011057.1	35445	36794	plus	0		
546184	Mycobacterium phage Phaedrus	6470051	0	live	PHAEDRUS_37	PHAEDRUS_37	gp37				NC_011057.1	36817	37185	plus	0		
546184	Mycobacterium phage Phaedrus	6470050	0	live	PHAEDRUS_38	PHAEDRUS_38	gp38				NC_011057.1	37182	37505	plus	0		
546184	Mycobacterium phage Phaedrus	6470049	0	live	PHAEDRUS_39	PHAEDRUS_39	gp39				NC_011057.1	37523	37933	plus	0		
546184	Mycobacterium phage Phaedrus	6470015	0	live	PHAEDRUS_4	PHAEDRUS_4	gp4				NC_011057.1	2037	2606	plus	0		
546184	Mycobacterium phage Phaedrus	6470048	0	live	PHAEDRUS_40	PHAEDRUS_40	gp40				NC_011057.1	37933	38658	plus	0		
546184	Mycobacterium phage Phaedrus	6470046	0	live	PHAEDRUS_41	PHAEDRUS_41	gp41				NC_011057.1	38714	38950	minus	0		
546184	Mycobacterium phage Phaedrus	6470044	0	live	PHAEDRUS_42	PHAEDRUS_42	gp42				NC_011057.1	38947	39384	minus	0		
546184	Mycobacterium phage Phaedrus	6470043	0	live	PHAEDRUS_43	PHAEDRUS_43	gp43				NC_011057.1	39429	40373	minus	0		
546184	Mycobacterium phage Phaedrus	6470041	0	live	PHAEDRUS_44	PHAEDRUS_44	gp44				NC_011057.1	40388	41455	plus	0		
546184	Mycobacterium phage Phaedrus	6470040	0	live	PHAEDRUS_45	PHAEDRUS_45	gp45				NC_011057.1	41456	42520	plus	0		
546184	Mycobacterium phage Phaedrus	6470038	0	live	PHAEDRUS_46	PHAEDRUS_46	gp46				NC_011057.1	42590	43135	minus	0		
546184	Mycobacterium phage Phaedrus	6470037	0	live	PHAEDRUS_47	PHAEDRUS_47	gp47				NC_011057.1	43184	44797	minus	0		
546184	Mycobacterium phage Phaedrus	6470036	0	live	PHAEDRUS_48	PHAEDRUS_48	gp48				NC_011057.1	44797	45243	minus	0		
546184	Mycobacterium phage Phaedrus	6470034	0	live	PHAEDRUS_49	PHAEDRUS_49	gp49				NC_011057.1	45383	47080	minus	0		
546184	Mycobacterium phage Phaedrus	6470013	0	live	PHAEDRUS_5	PHAEDRUS_5	gp5				NC_011057.1	2603	4363	plus	0		
546184	Mycobacterium phage Phaedrus	6470031	0	live	PHAEDRUS_50	PHAEDRUS_50	gp50				NC_011057.1	47175	47537	minus	0		
546184	Mycobacterium phage Phaedrus	6470030	0	live	PHAEDRUS_51	PHAEDRUS_51	gp51				NC_011057.1	47537	47884	minus	0		
546184	Mycobacterium phage Phaedrus	6470029	0	live	PHAEDRUS_52	PHAEDRUS_52	gp52				NC_011057.1	47923	50529	minus	0		
546184	Mycobacterium phage Phaedrus	6470026	0	live	PHAEDRUS_53	PHAEDRUS_53	gp53				NC_011057.1	50563	51303	minus	0		
546184	Mycobacterium phage Phaedrus	6470024	0	live	PHAEDRUS_54	PHAEDRUS_54	gp54				NC_011057.1	51300	53117	minus	0		
546184	Mycobacterium phage Phaedrus	6470023	0	live	PHAEDRUS_55	PHAEDRUS_55	gp55				NC_011057.1	53117	53392	minus	0		
546184	Mycobacterium phage Phaedrus	6470022	0	live	PHAEDRUS_56	PHAEDRUS_56	gp56				NC_011057.1	53389	53526	minus	0		
546184	Mycobacterium phage Phaedrus	6470021	0	live	PHAEDRUS_57	PHAEDRUS_57	gp57				NC_011057.1	53523	53969	minus	0		
546184	Mycobacterium phage Phaedrus	6470020	0	live	PHAEDRUS_58	PHAEDRUS_58	gp58				NC_011057.1	53966	54577	minus	0		
546184	Mycobacterium phage Phaedrus	6470017	0	live	PHAEDRUS_59	PHAEDRUS_59	gp59				NC_011057.1	54598	54828	minus	0		
546184	Mycobacterium phage Phaedrus	6470012	0	live	PHAEDRUS_6	PHAEDRUS_6	gp6				NC_011057.1	4504	4755	minus	0		
546184	Mycobacterium phage Phaedrus	6470016	0	live	PHAEDRUS_60	PHAEDRUS_60	gp60				NC_011057.1	54825	55175	minus	0		
546184	Mycobacterium phage Phaedrus	6470014	0	live	PHAEDRUS_61	PHAEDRUS_61	gp61				NC_011057.1	55252	55521	minus	0		
546184	Mycobacterium phage Phaedrus	6470011	0	live	PHAEDRUS_62	PHAEDRUS_62	gp62				NC_011057.1	55915	56682	plus	0		
546184	Mycobacterium phage Phaedrus	6470009	0	live	PHAEDRUS_63	PHAEDRUS_63	gp63				NC_011057.1	56718	56966	plus	0		
546184	Mycobacterium phage Phaedrus	6470006	0	live	PHAEDRUS_64	PHAEDRUS_64	gp64				NC_011057.1	56963	57193	plus	0		
546184	Mycobacterium phage Phaedrus	6470003	0	live	PHAEDRUS_65	PHAEDRUS_65	gp65				NC_011057.1	57190	57354	plus	0		
546184	Mycobacterium phage Phaedrus	6470001	0	live	PHAEDRUS_66	PHAEDRUS_66	gp66				NC_011057.1	57351	57950	plus	0		
546184	Mycobacterium phage Phaedrus	6470000	0	live	PHAEDRUS_67	PHAEDRUS_67	gp67				NC_011057.1	57955	58359	plus	0		
546184	Mycobacterium phage Phaedrus	6469997	0	live	PHAEDRUS_68	PHAEDRUS_68	gp68				NC_011057.1	58363	58620	plus	0		
546184	Mycobacterium phage Phaedrus	6469994	0	live	PHAEDRUS_69	PHAEDRUS_69	gp69				NC_011057.1	58633	58767	minus	0		
546184	Mycobacterium phage Phaedrus	6470010	0	live	PHAEDRUS_7	PHAEDRUS_7	gp7				NC_011057.1	4752	5222	minus	0		
546184	Mycobacterium phage Phaedrus	6469993	0	live	PHAEDRUS_70	PHAEDRUS_70	gp70				NC_011057.1	58822	58974	plus	0		
546184	Mycobacterium phage Phaedrus	6469992	0	live	PHAEDRUS_71	PHAEDRUS_71	gp71				NC_011057.1	58985	59320	plus	0		
546184	Mycobacterium phage Phaedrus	6469990	0	live	PHAEDRUS_72	PHAEDRUS_72	gp72				NC_011057.1	59302	59829	plus	0		
546184	Mycobacterium phage Phaedrus	6470064	0	live	PHAEDRUS_73	PHAEDRUS_73	gp73				NC_011057.1	59842	60030	minus	0		
546184	Mycobacterium phage Phaedrus	6470033	0	live	PHAEDRUS_74	PHAEDRUS_74	gp74				NC_011057.1	60085	60297	minus	0		
546184	Mycobacterium phage Phaedrus	6470047	0	live	PHAEDRUS_75	PHAEDRUS_75	gp75				NC_011057.1	60363	60692	minus	0		
546184	Mycobacterium phage Phaedrus	6470062	0	live	PHAEDRUS_76	PHAEDRUS_76	gp76				NC_011057.1	60685	60783	minus	0		
546184	Mycobacterium phage Phaedrus	6470045	0	live	PHAEDRUS_77	PHAEDRUS_77	gp77				NC_011057.1	60780	60944	minus	0		
546184	Mycobacterium phage Phaedrus	6469995	0	live	PHAEDRUS_78	PHAEDRUS_78	gp78				NC_011057.1	60941	61111	minus	0		
546184	Mycobacterium phage Phaedrus	6470028	0	live	PHAEDRUS_79	PHAEDRUS_79	gp79				NC_011057.1	61108	61266	minus	0		
546184	Mycobacterium phage Phaedrus	6470008	0	live	PHAEDRUS_8	PHAEDRUS_8	gp8				NC_011057.1	5465	5761	minus	0		
546184	Mycobacterium phage Phaedrus	6469998	0	live	PHAEDRUS_80	PHAEDRUS_80	gp80				NC_011057.1	61259	61612	minus	0		
546184	Mycobacterium phage Phaedrus	6470082	0	live	PHAEDRUS_81	PHAEDRUS_81	gp81				NC_011057.1	61612	61944	minus	0		
546184	Mycobacterium phage Phaedrus	6470058	0	live	PHAEDRUS_82	PHAEDRUS_82	gp82				NC_011057.1	61941	62228	minus	0		
546184	Mycobacterium phage Phaedrus	6470081	0	live	PHAEDRUS_83	PHAEDRUS_83	gp83				NC_011057.1	62225	62413	minus	0		
546184	Mycobacterium phage Phaedrus	6470069	0	live	PHAEDRUS_84	PHAEDRUS_84	gp84				NC_011057.1	62507	62701	minus	0		
546184	Mycobacterium phage Phaedrus	6470080	0	live	PHAEDRUS_85	PHAEDRUS_85	gp85				NC_011057.1	62716	62871	minus	0		
546184	Mycobacterium phage Phaedrus	6469996	0	live	PHAEDRUS_86	PHAEDRUS_86	gp86				NC_011057.1	62946	63305	minus	0		
546184	Mycobacterium phage Phaedrus	6470027	0	live	PHAEDRUS_87	PHAEDRUS_87	gp87				NC_011057.1	63370	63582	minus	0		
546184	Mycobacterium phage Phaedrus	6470032	0	live	PHAEDRUS_88	PHAEDRUS_88	gp88				NC_011057.1	63582	63962	minus	0		
546184	Mycobacterium phage Phaedrus	6470068	0	live	PHAEDRUS_89	PHAEDRUS_89	gp89				NC_011057.1	63962	64141	minus	0		
546184	Mycobacterium phage Phaedrus	6470007	0	live	PHAEDRUS_9	PHAEDRUS_9	gp9				NC_011057.1	5866	6201	plus	0		
546184	Mycobacterium phage Phaedrus	6470042	0	live	PHAEDRUS_90	PHAEDRUS_90	gp90				NC_011057.1	64138	64560	minus	0		
546184	Mycobacterium phage Phaedrus	6470067	0	live	PHAEDRUS_91	PHAEDRUS_91	gp91				NC_011057.1	64703	65191	minus	0		
546184	Mycobacterium phage Phaedrus	6470086	0	live	PHAEDRUS_92	PHAEDRUS_92	gp92				NC_011057.1	65265	66323	minus	0		
546184	Mycobacterium phage Phaedrus	6470083	0	live	PHAEDRUS_93	PHAEDRUS_93	gp93				NC_011057.1	66451	66687	minus	0		
546184	Mycobacterium phage Phaedrus	6470079	0	live	PHAEDRUS_94	PHAEDRUS_94	gp94				NC_011057.1	66865	67038	plus	0		
546184	Mycobacterium phage Phaedrus	6470078	0	live	PHAEDRUS_95	PHAEDRUS_95	gp95				NC_011057.1	67050	67295	plus	0		
546184	Mycobacterium phage Phaedrus	6470075	0	live	PHAEDRUS_96	PHAEDRUS_96	gp96				NC_011057.1	67292	67528	plus	0		
546184	Mycobacterium phage Phaedrus	6470074	0	live	PHAEDRUS_97	PHAEDRUS_97	gp97				NC_011057.1	67519	67674	plus	0		
546184	Mycobacterium phage Phaedrus	6470071	0	live	PHAEDRUS_98	PHAEDRUS_98	gp98				NC_011057.1	67739	68041	plus	0		
